Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-07 13:04:29
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:39:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:40:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:40:20
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:41:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:42:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:42:33
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:43:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:44:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:45:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:46:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:47:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:48:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:48:48
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:49:01
Event: UserLoggedIn | Properties: {"username":"muneeb"} | Timestamp: 2025-01-08 05:49:41
Metric: PageLoadTime | Value: 1.23 | Timestamp: 2025-01-08 05:49:41
Message: Application started successfully. | Severity: 1 | Timestamp: 2025-01-08 05:49:41
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:50:01
Event: UserLoggedIn | Properties: {"username":"muneeb"} | Timestamp: 2025-01-08 05:50:34
Metric: PageLoadTime | Value: 1.23 | Timestamp: 2025-01-08 05:50:34
Message: Application started successfully. | Severity: 1 | Timestamp: 2025-01-08 05:50:34
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:51:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:52:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:53:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:54:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:55:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:56:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:57:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:58:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 05:59:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:00:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:01:02
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:02:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:03:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:04:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:05:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:06:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:07:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:08:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:09:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:10:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:11:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:12:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:13:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:14:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:15:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:16:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:17:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:18:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:19:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:20:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:21:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:22:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:23:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:24:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:25:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:26:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:27:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:28:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:29:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:30:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:31:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:32:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:33:01
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:34:02
Event: PM2 Error Count | Metric: 10 | Timestamp: 2025-01-08 06:35:01
[2025-01-08 06:35:22] Starting telemetry monitoring...
[2025-01-08 06:35:22] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:35:22] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:35:22] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:35:22] Telemetry monitoring completed.
[2025-01-08 06:35:41] Starting telemetry monitoring...
[2025-01-08 06:35:41] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:35:41] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:35:41] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:35:41] Telemetry monitoring completed.
[2025-01-08 06:36:01] Starting telemetry monitoring...
[2025-01-08 06:36:01] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:36:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:36:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:36:01] Telemetry monitoring completed.
[2025-01-08 06:37:01] Starting telemetry monitoring...
[2025-01-08 06:37:01] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:37:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:37:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:37:01] Telemetry monitoring completed.
[2025-01-08 06:38:01] Starting telemetry monitoring...
[2025-01-08 06:38:01] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:38:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:38:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:38:01] Telemetry monitoring completed.
[2025-01-08 06:39:01] Starting telemetry monitoring...
[2025-01-08 06:39:01] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:39:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:39:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:39:01] Telemetry monitoring completed.
[2025-01-08 06:40:01] Starting telemetry monitoring...
[2025-01-08 06:40:01] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:40:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:40:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:40:01] Telemetry monitoring completed.
[2025-01-08 06:40:08] Starting telemetry monitoring...
[2025-01-08 06:40:08] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:40:08] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:40:08] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:40:08] Telemetry monitoring completed.
[2025-01-08 06:41:01] Starting telemetry monitoring...
[2025-01-08 06:41:01] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:41:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:41:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:41:01] Telemetry monitoring completed.
[2025-01-08 06:42:01] Starting telemetry monitoring...
[2025-01-08 06:42:01] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:42:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:42:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:42:01] Telemetry monitoring completed.
[2025-01-08 06:43:01] Starting telemetry monitoring...
[2025-01-08 06:43:01] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:43:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:43:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:43:01] Telemetry monitoring completed.
[2025-01-08 06:44:01] Starting telemetry monitoring...
[2025-01-08 06:44:01] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:44:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:44:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:44:01] Telemetry monitoring completed.
[2025-01-08 06:45:01] Starting telemetry monitoring...
[2025-01-08 06:45:01] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:45:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:45:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:45:01] Telemetry monitoring completed.
[2025-01-08 06:46:01] Starting telemetry monitoring...
[2025-01-08 06:46:01] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:46:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:46:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:46:01] Telemetry monitoring completed.
[2025-01-08 06:47:01] Starting telemetry monitoring...
[2025-01-08 06:47:01] PM2 Errors: 10, Exceptions: 32
[2025-01-08 06:47:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:47:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:47:01] Telemetry monitoring completed.
[2025-01-08 06:47:50] Starting telemetry monitoring...
[2025-01-08 06:47:50] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:47:50] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:47:50] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:47:50] Telemetry monitoring completed.
[2025-01-08 06:48:01] Starting telemetry monitoring...
[2025-01-08 06:48:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:48:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:48:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:48:01] Telemetry monitoring completed.
[2025-01-08 06:49:01] Starting telemetry monitoring...
[2025-01-08 06:49:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:49:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:49:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:49:01] Telemetry monitoring completed.
[2025-01-08 06:50:01] Starting telemetry monitoring...
[2025-01-08 06:50:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:50:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:50:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:50:01] Telemetry monitoring completed.
[2025-01-08 06:51:01] Starting telemetry monitoring...
[2025-01-08 06:51:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:51:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:51:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:51:01] Telemetry monitoring completed.
[2025-01-08 06:52:01] Starting telemetry monitoring...
[2025-01-08 06:52:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:52:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:52:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:52:01] Telemetry monitoring completed.
[2025-01-08 06:53:01] Starting telemetry monitoring...
[2025-01-08 06:53:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:53:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:53:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:53:01] Telemetry monitoring completed.
[2025-01-08 06:54:01] Starting telemetry monitoring...
[2025-01-08 06:54:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:54:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:54:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:54:01] Telemetry monitoring completed.
[2025-01-08 06:55:01] Starting telemetry monitoring...
[2025-01-08 06:55:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:55:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:55:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:55:01] Telemetry monitoring completed.
[2025-01-08 06:56:01] Starting telemetry monitoring...
[2025-01-08 06:56:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:56:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:56:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:56:01] Telemetry monitoring completed.
[2025-01-08 06:57:01] Starting telemetry monitoring...
[2025-01-08 06:57:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:57:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:57:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:57:01] Telemetry monitoring completed.
[2025-01-08 06:58:01] Starting telemetry monitoring...
[2025-01-08 06:58:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:58:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:58:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:58:01] Telemetry monitoring completed.
[2025-01-08 06:59:01] Starting telemetry monitoring...
[2025-01-08 06:59:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 06:59:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 06:59:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 06:59:01] Telemetry monitoring completed.
[2025-01-08 07:00:01] Starting telemetry monitoring...
[2025-01-08 07:00:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:00:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:00:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:00:01] Telemetry monitoring completed.
[2025-01-08 07:01:01] Starting telemetry monitoring...
[2025-01-08 07:01:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:01:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:01:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:01:01] Telemetry monitoring completed.
[2025-01-08 07:02:01] Starting telemetry monitoring...
[2025-01-08 07:02:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:02:01] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:02:01] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:02:01] Telemetry monitoring completed.
[2025-01-08 07:11:01] Starting telemetry monitoring...
[2025-01-08 07:11:03] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:11:04] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:11:06] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:11:07] Telemetry monitoring completed.
[2025-01-08 07:11:24] Starting telemetry monitoring...
[2025-01-08 07:11:25] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:11:26] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:11:26] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:11:27] Telemetry monitoring completed.
[2025-01-08 07:12:01] Starting telemetry monitoring...
[2025-01-08 07:12:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:12:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:12:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:12:04] Telemetry monitoring completed.
[2025-01-08 07:12:52] Starting telemetry monitoring...
[2025-01-08 07:12:52] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:12:54] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:12:54] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:12:55] Telemetry monitoring completed.
[2025-01-08 07:13:01] Starting telemetry monitoring...
[2025-01-08 07:13:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:13:03] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:13:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:13:04] Telemetry monitoring completed.
[2025-01-08 07:14:01] Starting telemetry monitoring...
[2025-01-08 07:14:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:14:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:14:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:14:04] Telemetry monitoring completed.
[2025-01-08 07:15:01] Starting telemetry monitoring...
[2025-01-08 07:15:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:15:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:15:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:15:03] Telemetry monitoring completed.
[2025-01-08 07:16:01] Starting telemetry monitoring...
[2025-01-08 07:16:02] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:16:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:16:03] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:16:03] Telemetry monitoring completed.
[2025-01-08 07:17:01] Starting telemetry monitoring...
[2025-01-08 07:17:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:17:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:17:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
[2025-01-08 07:17:03] Telemetry monitoring completed.
[2025-01-08 07:18:01] Starting telemetry monitoring...
[2025-01-08 07:18:01] PM2 (php-server) Errors: 10, Exceptions: 32
[2025-01-08 07:18:02] CPU Usage: 0.0%, Memory Usage: 29824 KB
[2025-01-08 07:18:02] Application Events - Started: 0, Stopped: 0, Restarted: 0
